Country,Indicator,Unit,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
France,Expenditure on waste water management,Percent of GDP,0.144877215533793,0.13607332627413,0.144959262115585,0.145795238687,0.158958000683798,0.175302738767132,0.182486022623846,0.181064837586415,0.18900253025451,0.201816998519383,0.223737970049351,0.222546750779563,0.226902789796843,0.237504893644787,0.258776237824193,0.242120314400571,0.239947259213484,0.235349989754903,0.225771057756299,0.214023393254612,0.203326734690907,0.191081177496913,0.192839935888339,0.198493127847177,0.20634754587951,0.205697442485029,0.202535272592227,
Germany,Expenditure on biodiversity & landscape protection,Domestic Currency,,,,,,1138000000.0,1076000000.0,1084000000.0,1037000000.0,940000000.0,922000000.0,1008000000.0,981000000.0,1004000000.0,1073000000.0,1082000000.0,1209000000.0,1236000000.0,1291000000.0,1412000000.0,1446000000.0,1492000000.0,1613000000.0,1605000000.0,1740000000.0,1966000000.0,2033000000.0,
Germany,Expenditure on biodiversity & landscape protection,Percent of GDP,,,,,,0.0539569198090172,0.0495272814309518,0.0493148690699325,0.0468897660937705,0.0415465940632569,0.0402917436885737,0.0422627333255069,0.0392470644716049,0.0394268188761786,0.0438723816610991,0.0421931055997504,0.0448848364246573,0.0450222379257716,0.0459209988084017,0.0482334334211236,0.047783013568261,0.0475956538660304,0.0493700951284908,0.0476905020131038,0.0500970270005701,0.0577313290832582,0.0564447837856598,
Germany,Expenditure on environment protection,Domestic Currency,17191000000.0,16107000000.0,14931000000.0,14060000000.0,13677000000.0,15051000000.0,14978000000.0,13601000000.0,13536000000.0,12954000000.0,12793000000.0,13380000000.0,12787000000.0,12952000000.0,14274000000.0,14387000000.0,15745000000.0,15741000000.0,16354000000.0,16671000000.0,16796000000.0,17428000000.0,17905000000.0,19390000000.0,20656000000.0,23107000000.0,20740000000.0,
Germany,Expenditure on environment protection,Percent of GDP,0.907363520724582,0.838303719201824,0.761339010274584,0.697967653220282,0.66409967564628,0.713625307597115,0.689423439844606,0.618756027878369,0.612053880275099,0.572547424995138,0.559058868772151,0.560987472118336,0.511572082974936,0.50862167139867,0.583629427614659,0.561027920761192,0.584542389996881,0.573377869894475,0.58171341170612,0.569475615129995,0.555023164517643,0.555963173979341,0.548029481262013,0.576148806251764,0.594715051565388,0.67853398836564,0.575831193169987,
Germany,Expenditure on environmental protection n.e.c.,Domestic Currency,,,,,,981000000.0,1234000000.0,1236000000.0,1258000000.0,1253000000.0,1204000000.0,1186000000.0,1073000000.0,1127000000.0,1185000000.0,1169000000.0,1199000000.0,1148000000.0,1205000000.0,1253000000.0,1242000000.0,1261000000.0,1271000000.0,1359000000.0,1433000000.0,1557000000.0,1638000000.0,
Germany,Expenditure on environmental protection n.e.c.,Percent of GDP,,,,,,0.0465129510831686,0.0567998748009243,0.0562298691609193,0.056882667064574,0.055380725916235,0.0526152488080723,0.0497257953611619,0.0429277269908584,0.0442569968859096,0.0484517914896575,0.0455857120574013,0.0445135805402516,0.0418167711478849,0.0428619702278265,0.0428020482129376,0.0410418415295852,0.0402266216655927,0.0389022882258598,0.0403809297419364,0.0412580687884005,0.0457210983634959,0.045477892691053,
Germany,Expenditure on environmental protection R&D,Domestic Currency,,,,,,607000000.0,595000000.0,619000000.0,628000000.0,616000000.0,627000000.0,668000000.0,648000000.0,682000000.0,820000000.0,888000000.0,940000000.0,940000000.0,1007000000.0,966000000.0,1045000000.0,1209000000.0,1333000000.0,1422000000.0,1468000000.0,1700000000.0,1700000000.0,
Germany,Expenditure on environmental protection R&D,Percent of GDP,,,,,,0.0287801848190452,0.0273872978173014,0.0281604280021109,0.0283961167858128,0.0272262786627301,0.0274001337231407,0.0280074462911097,0.0259246664399592,0.0267819626230615,0.0335278219590879,0.0346279831539541,0.0348980531341422,0.0342402133092438,0.0358190904725488,0.0329982271138849,0.0345319842177266,0.0385677919061868,0.0407999608222432,0.0422528933723573,0.0422657676073775,0.0499202743853199,0.0471992781286874,
Germany,Expenditure on pollution abatement,Domestic Currency,,,,,,1770000000.0,2180000000.0,2070000000.0,2035000000.0,1978000000.0,1820000000.0,2213000000.0,1862000000.0,1957000000.0,2969000000.0,2895000000.0,3783000000.0,3519000000.0,3532000000.0,3698000000.0,3741000000.0,4052000000.0,4901000000.0,5493000000.0,5913000000.0,7194000000.0,4295000000.0,
Germany,Expenditure on pollution abatement,Percent of GDP,,,,,,0.0839224499665733,0.100343376876835,0.0941713828180445,0.0920160790750462,0.0874246415501299,0.079534678430807,0.0927851476680027,0.0744934088135864,0.076850881016615,0.121395248044551,0.112891904539073,0.140446101070702,0.128182245356626,0.125633592402227,0.126322405659572,0.123621199003364,0.129261118944474,0.150007957981856,0.16321740034765,0.170243517617454,0.21125085525176,0.119247587978066,
Germany,Expenditure on waste management,Domestic Currency,,,,,,5202000000.0,4919000000.0,4135000000.0,4270000000.0,4138000000.0,4306000000.0,4377000000.0,4233000000.0,4205000000.0,4365000000.0,4644000000.0,4806000000.0,4992000000.0,5189000000.0,5074000000.0,5130000000.0,5215000000.0,5330000000.0,5481000000.0,5769000000.0,5995000000.0,6095000000.0,
Germany,Expenditure on waste management,Percent of GDP,,,,,,0.246646658037353,0.226417004980346,0.188115298527833,0.193075507444937,0.182893410886976,0.188173805122558,0.18351585691046,0.169350483086956,0.165129256348935,0.17847432055051,0.181094992980814,0.178425578045412,0.181837388127388,0.18457324772796,0.173326091486389,0.169520649796113,0.166361484525032,0.163138628043928,0.162860835846618,0.166097556762235,0.176042379376466,0.169223294231971,
Germany,Expenditure on waste water management,Domestic Currency,,,,,,5353000000.0,4974000000.0,4457000000.0,4308000000.0,4029000000.0,3914000000.0,3928000000.0,3990000000.0,3977000000.0,3862000000.0,3709000000.0,3808000000.0,3906000000.0,4130000000.0,4268000000.0,4192000000.0,4199000000.0,3457000000.0,4030000000.0,4333000000.0,4695000000.0,4979000000.0,
Germany,Expenditure on waste water management,Percent of GDP,,,,,,0.253806143881959,0.228948603938247,0.202764180299529,0.194793743810958,0.178075773915811,0.171043258998999,0.164690492562094,0.159628733171971,0.15617575564797,0.157907863909753,0.144634222430198,0.141374240781716,0.14227901402756,0.146904512067156,0.145793409236088,0.138524476402593,0.133950503072025,0.105810551059636,0.119746244930098,0.124753113789351,0.137868051905339,0.13823835635455,
Italy,Expenditure on biodiversity & landscape protection,Domestic Currency,,,,,,,2138000000.0,2218000000.0,2346000000.0,2385000000.0,2592000000.0,2547000000.0,2677000000.0,2707000000.0,2683000000.0,2679000000.0,2488000000.0,2338000000.0,2247000000.0,2201000000.0,2290000000.0,2121000000.0,1978000000.0,1967000000.0,2327000000.0,2208000000.0,2260000000.0,
Italy,Expenditure on biodiversity & landscape protection,Percent of GDP,,,,,,,0.163939705767334,0.164264781793715,0.168209061062184,0.164220119684449,0.173536256490872,0.164038212466518,0.165774937455104,0.165292889596928,0.170105550398921,0.166265432615953,0.150901649486037,0.143933699385419,0.139327236087428,0.135245989781278,0.138338906156081,0.125074744100966,0.113901184675972,0.11104267776002,0.129520052231034,0.133256083429896,0.12729274797444,
Italy,Expenditure on environment protection,Domestic Currency,5880000000.0,6376000000.0,7138000000.0,8049000000.0,8613000000.0,9512000000.0,9666000000.0,10523000000.0,10659000000.0,10945000000.0,11220000000.0,10731000000.0,12027000000.0,12803000000.0,13210000000.0,13463000000.0,14035000000.0,13962000000.0,14897000000.0,14643000000.0,14936000000.0,15329000000.0,15133000000.0,15289000000.0,16126000000.0,16269000000.0,16968000000.0,
Italy,Expenditure on environment protection,Percent of GDP,0.594995360452844,0.609634831030948,0.653448777781643,0.706761252729711,0.732928335045173,0.766161933060709,0.741179231032299,0.77933196520075,0.764254212217312,0.753622310250021,0.751187036198913,0.691124482912525,0.744779668573976,0.78176758977077,0.837530496000649,0.835547412955795,0.851247849894102,0.859539055098042,0.923701751666408,0.899776023792479,0.902283800151629,0.903946606470392,0.87141892199266,0.863107015898805,0.897567839397362,0.981858342989571,0.955709445854115,
Italy,Expenditure on environmental protection n.e.c.,Domestic Currency,,,,,,,326000000.0,383000000.0,428000000.0,407000000.0,457000000.0,458000000.0,512000000.0,485000000.0,568000000.0,523000000.0,535000000.0,502000000.0,499000000.0,487000000.0,511000000.0,496000000.0,501000000.0,298000000.0,296000000.0,288000000.0,513000000.0,
Italy,Expenditure on environmental protection n.e.c.,Percent of GDP,,,,,,,0.0249973545744392,0.0283649285063088,0.0306877570906285,0.0280241462103023,0.0305964773211144,0.0294972521828289,0.0317059275222313,0.0296147216307759,0.0360119092905654,0.0324586865465261,0.0324487067825682,0.0309044983282636,0.030940939389242,0.0299249418552849,0.0308695113736933,0.0292489736322862,0.028849592276371,0.0168229374542379,0.0164752623379399,0.0173812282734647,0.0288943273057025,
Italy,Expenditure on environmental protection R&D,Domestic Currency,,,,,,,1192000000.0,1283000000.0,1321000000.0,1369000000.0,1391000000.0,1439000000.0,1579000000.0,1628000000.0,1549000000.0,1597000000.0,1515000000.0,1567000000.0,1475000000.0,1434000000.0,1349000000.0,1215000000.0,1130000000.0,1177000000.0,1387000000.0,1233000000.0,1296000000.0,
Italy,Expenditure on environmental protection R&D,Percent of GDP,,,,,,,0.0914013701004035,0.0950188075028569,0.0947161848521503,0.094263037252835,0.0931284462881184,0.0926780477971413,0.0977805850734438,0.0994077666286662,0.0982085343152919,0.0991138095885318,0.0918874593936277,0.0964688224708947,0.0914586885754147,0.088115742547184,0.0814930936264427,0.0716481914581203,0.065069938667264,0.066444957663215,0.077199962374063,0.0744133835457706,0.072996195298617,
Italy,Expenditure on pollution abatement,Domestic Currency,,,,,,,986000000.0,1088000000.0,1087000000.0,1206000000.0,1255000000.0,1193000000.0,1296000000.0,1351000000.0,1384000000.0,1111000000.0,1102000000.0,1097000000.0,992000000.0,765000000.0,861000000.0,703000000.0,595000000.0,1034000000.0,1069000000.0,1242000000.0,1190000000.0,
Italy,Expenditure on pollution abatement,Percent of GDP,,,,,,,0.0756054957374143,0.0805771337202714,0.0779382989661524,0.0830396076894952,0.0840231488796467,0.0768345455330018,0.080255629040648,0.0824937915941818,0.0877473282713776,0.0689514354745516,0.0668382707932526,0.0675343320041936,0.0615098434351263,0.0470073521956735,0.052013012314579,0.0414557025473733,0.0342624898292231,0.0583722057975907,0.0595001872947898,0.0749565469293163,0.0670258274732671,
Italy,Expenditure on waste management,Domestic Currency,,,,,,,4822000000.0,5307000000.0,5199000000.0,5311000000.0,5253000000.0,4824000000.0,5740000000.0,6380000000.0,6770000000.0,7335000000.0,8219000000.0,8284000000.0,9622000000.0,9641000000.0,9772000000.0,10351000000.0,10459000000.0,10286000000.0,10527000000.0,10679000000.0,11073000000.0,
Italy,Expenditure on waste management,Percent of GDP,,,,,,,0.369746146496766,0.393035706482978,0.372770208210696,0.365691008655812,0.351692112402218,0.310687215130931,0.355453171831265,0.389570977328557,0.429226454044239,0.455228424127665,0.498497048683977,0.509985785162024,0.596620678964502,0.592415532703906,0.590326546269531,0.610395415459262,0.60227122877957,0.580673606222455,0.585929346728018,0.644493530320587,0.623678140849989,
Italy,Expenditure on waste water management,Domestic Currency,,,,,,,202000000.0,244000000.0,278000000.0,267000000.0,272000000.0,270000000.0,223000000.0,252000000.0,256000000.0,218000000.0,176000000.0,174000000.0,62000000.0,115000000.0,153000000.0,443000000.0,470000000.0,527000000.0,520000000.0,619000000.0,636000000.0,
Italy,Expenditure on waste water management,Percent of GDP,,,,,,,0.0154891583559409,0.0180706071946197,0.0199327020355017,0.018384390757127,0.0182105948169434,0.0173892098021044,0.0138094176512843,0.0153874429916609,0.0162307196802548,0.0135296246025673,0.0106747147546393,0.0107119177472468,0.0038443652146954,0.0070664647091535,0.0092427304113015,0.0261235792723846,0.0270644877642602,0.0297506310012866,0.0289430284315161,0.0373575704905369,0.0358222069520991,
Japan,Expenditure on biodiversity & landscape protection,Domestic Currency,,,,,,,,,,,105900000000.0,92100000000.0,80700000000.0,88000000000.0,272800000000.0,95000000000.0,107800000000.0,98700000000.0,97900000000.0,104800000000.0,102700000000.0,114000000000.0,109600000000.0,109900000000.0,113700000000.0,82400000000.0,80400000000.0,
Japan,Expenditure on biodiversity & landscape protection,Percent of GDP,,,,,,,,,,,0.0198867450806596,0.0172094784051877,0.014964352575723,0.0166722303920361,0.0551179702362961,0.0187921364206242,0.0216705675698549,0.0197212726794636,0.0192451119577999,0.0202000304156947,0.019088073336861,0.0209418466961298,0.0198165522453636,0.0197437941787606,0.0203703826460823,0.0153373919100097,0.0148512272766063,
Japan,Expenditure on environment protection,Domestic Currency,,,,,,,,,,,6824200000000.0,6288200000000.0,6017200000000.0,5869000000000.0,6801500000000.0,5774000000000.0,5925100000000.0,5425800000000.0,5610800000000.0,6012900000000.0,6092500000000.0,6299800000000.0,6265600000000.0,6191800000000.0,6233400000000.0,6778000000000.0,6297100000000.0,
Japan,Expenditure on environment protection,Percent of GDP,,,,,,,,,,,1.28150260414955,1.17499068520631,1.11578069787658,1.11192409285068,1.37421141701674,1.14216627044931,1.19109721621658,1.08413050966802,1.10296704977348,1.15897674510048,1.13236696012488,1.15727584049367,1.13287034442108,1.11237147221155,1.11676994886622,1.26161216463648,1.16317989158604,
Japan,Expenditure on environmental protection n.e.c.,Domestic Currency,,,,,,,,,,,229000000000.0,189500000000.0,185700000000.0,192100000000.0,273600000000.0,292800000000.0,329800000000.0,220900000000.0,231500000000.0,250100000000.0,244200000000.0,343900000000.0,377900000000.0,439700000000.0,478600000000.0,298400000000.0,330300000000.0,
Japan,Expenditure on environmental protection n.e.c.,Percent of GDP,,,,,,,,,,,0.0430034430922668,0.0354092959585567,0.0344346997932064,0.0363947211171607,0.0552796065126488,0.057919342567987,0.0662982670179791,0.0441380864730852,0.0455081043741643,0.0482063702954698,0.0453876096286413,0.0631745708666581,0.068327327495647,0.0789931419508737,0.085745515694063,0.0555422056546954,0.0610119448938193,
Japan,Expenditure on environmental protection R&D,Domestic Currency,,,,,,,,,,,28900000000.0,22300000000.0,24000000000.0,20200000000.0,18800000000.0,14400000000.0,11900000000.0,78300000000.0,37400000000.0,25700000000.0,23100000000.0,17600000000.0,11900000000.0,10600000000.0,8500000000.0,12600000000.0,7999999999.99999,
Japan,Expenditure on environmental protection R&D,Percent of GDP,,,,,,,,,,,0.0054270720758362,0.0041668986800834,0.0044503650782819,0.0038270347036264,0.0037984524942902,0.0028484922574419,0.002392205510958,0.0156451433718541,0.0073520652423055,0.004953633413009,0.004293422532439,0.003233127209227,0.0021516147054728,0.0019043149981334,0.001522851824905,0.0023452808017733,0.0014777340573737,
Japan,Expenditure on pollution abatement,Domestic Currency,,,,,,,,,,,477000000000.0,296800000000.0,280300000000.0,253100000000.0,1061900000000.0,565200000000.0,744000000000.0,296500000000.0,273700000000.0,262900000000.0,376400000000.0,310600000000.0,317700000000.0,315100000000.0,303900000000.0,249800000000.0,242000000000.0,
Japan,Expenditure on pollution abatement,Percent of GDP,,,,,,,,,,,0.089574857445464,0.0554589922981511,0.0519765554767676,0.0479516080934585,0.214551952323764,0.111803321104598,0.149563100853173,0.0592437421424615,0.0538037501823273,0.0506735495828829,0.0699586251606084,0.0570573472264728,0.0574426883973725,0.0566084581048904,0.0544464317163095,0.0464961225621411,0.0447014552355563,
Japan,Expenditure on waste management,Domestic Currency,,,,,,,,,,,2175600000000.0,2075800000000.0,2010900000000.0,1964100000000.0,1968100000000.0,1902100000000.0,1923500000000.0,1920100000000.0,2147600000000.0,2447400000000.0,2487700000000.0,2672700000000.0,2485400000000.0,2378400000000.0,2381400000000.0,3049900000000.0,2530200000000.0,
Japan,Expenditure on waste management,Percent of GDP,,,,,,,,,,,0.408551488172645,0.387876604489562,0.372884963996546,0.372112814920434,0.397645444362369,0.376258133533361,0.386672882380482,0.383655680565735,0.422173671507366,0.471732389688655,0.462370010127645,0.490976084778474,0.449380099914478,0.427285169015142,0.426649333626915,0.567688247407022,0.467370338995887,
Japan,Expenditure on waste water management,Domestic Currency,,,,,,,,,,,3807700000000.0,3611700000000.0,3435400000000.0,3351500000000.0,3206300000000.0,2904300000000.0,2808200000000.0,2811200000000.0,2822600000000.0,2922300000000.0,2858400000000.0,2840700000000.0,2962800000000.0,2938000000000.0,2947300000000.0,3084700000000.0,3106100000000.0,
Japan,Expenditure on waste water management,Percent of GDP,,,,,,,,,,,0.715040219486569,0.674869415374772,0.637032674580405,0.634965683623967,0.647817991087376,0.57450528217283,0.564520295451452,0.561706603409402,0.554864688581063,0.563268596219318,0.53126921933869,0.521837753593823,0.535697819275213,0.527818628727921,0.528035433357944,0.574165689621444,0.573748719451081,
United Kingdom,Expenditure on biodiversity & landscape protection,Domestic Currency,95000000.0,95000000.0,95000000.0,107000000.0,184000000.0,223000000.0,280000000.0,342000000.0,327000000.0,329000000.0,406000000.0,432000000.0,624000000.0,525000000.0,474000000.0,568000000.0,511000000.0,438000000.0,514000000.0,505000000.0,562000000.0,578000000.0,557000000.0,471000000.0,428000000.0,386000000.0,488000000.0,
United Kingdom,Expenditure on biodiversity & landscape protection,Percent of GDP,0.0111341868761925,0.0104259150935424,0.0099728633140349,0.0107180277226295,0.0176588577406259,0.0203004096495221,0.0245178949986121,0.0287313834077101,0.0259529988809257,0.02487157874047,0.0290071274656058,0.0292539828078677,0.0401940134108872,0.0328381137287084,0.030440813810111,0.0352314701385378,0.030607801455398,0.0254450708889218,0.02866456050927,0.0269166521867515,0.029040745923444,0.0286615644453789,0.0265599436948267,0.0216613471426338,0.0189776626702724,0.0179503074106403,0.0210612268855193,
